sourcedId,status,dateLastModified,title,grades,courseSourcedId,classCode,classType,location,schoolSourcedId,termSourcedIds,subjects,subjectCodes,periods
001501105,,,InENG 1,,0015011,,scheduled,1208,024901001,024901-3,,,05
001501201,,,InENG 2,,0015012,,scheduled,1207,024901001,024901-3,,,01
001501205,,,InENG 2,,0015012,,scheduled,1207,024901001,024901-3,,,05
001501301,,,InENG 3,,0015013,,scheduled,1206,024901001,024901-3,,,01
001501308,,,InENG 3,,0015013,,scheduled,1207,024901001,024901-3,,,08
001501401,,,InALG 1,,0015014,,scheduled,2203,024901001,024901-3,,,01
001501403,,,InALG 1,,0015014,,scheduled,2206,024901001,024901-3,,,03
001501407,,,InALG 1,,0015014,,homeroom,2206,024901001,024901-3,,,07
001501503,,,InALG 2,,0015015,,scheduled,2204,024901001,024901-3,,,03
001501508,,,InALG 2,,0015015,,scheduled,2204,024901001,024901-3,,,08
001501605,,,InGEOM,,0015016,,homeroom,2201,024901001,024901-3,,,05
001501607,,,InGEOM,,0015016,,homeroom,2204,024901001,024901-3,,,07
001501706,,,InBIO 1,,0015017,,scheduled,1246,024901001,024901-3,,,06
001501708,,,InBIO 1,,0015017,,scheduled,1246,024901001,024901-3,,,08
001501802,,,InCHEMISTRY,,0015018,,scheduled,1244,024901001,024901-3,,,02
001501903,,,InWLD GEOGRAPHY,,0015019,,scheduled,2217,024901001,024901-3,,,03
001501907,,,InWLD GEOGRAPHY,,0015019,,homeroom,2217,024901001,024901-3,,,07
001502004,,,InWLD HISTORY,,0015020,,scheduled,2220,024901001,024901-3,,,04
001502103,,,InUS HISTORY,,0015021,,scheduled,2223,024901001,024901-3,,,03
001502202,,,InGOVERNMENT,,0015022,,scheduled,2220,024901001,024901-1,,,02
001502302,,,InECONOMICS,,0015023,,scheduled,2220,024901001,024901-2,,,02
001502401,,,InPHYSICS,,0015024,,scheduled,1246,024901001,024901-3,,,01
001502502,,,InENVR SYSTEMS,,0015025,,scheduled,1242,024901001,024901-3,,,02
001502505,,,InENVR SYSTEMS,,0015025,,homeroom,1242,024901001,024901-3,,,05
001502603,,,InENGLISH 4,,0015026,,scheduled,1206,024901001,024901-3,,,03
001502606,,,InENGLISH 4,,0015026,,scheduled,1206,024901001,024901-3,,,06
001502704,,,InFINANCIALMATH,,0015027,,scheduled,1242,024901001,024901-3,,,04
001502707,,,InFINANCIALMATH,,0015027,,homeroom,2201,024901001,024901-3,,,07
001509403,,,DIGIT ART ANIMA,,0015094,,scheduled,1204,024901001,024901-3,,,03
001509405,,,DIGIT ART ANIMA,,0015094,,scheduled,1204,024901001,024901-3,,,05
001509504,,,ENGLISH 1 BLOCK,,0015095,,scheduled,1206,024901001,024901-3,,,04
001509507,,,ENGLISH 1 BLOCK,,0015095,,scheduled,2201,024901001,024901-3,,,07
001509601,,,ENGLISH 2 BLOCK,,0015096,,scheduled,1208,024901001,024901-3,,,01
001509602,,,ENGLISH 2 BLOCK,,0015096,,scheduled,1206,024901001,024901-3,,,02
001509605,,,ENGLISH 2 BLOCK,,0015096,,scheduled,1208,024901001,024901-3,,,05
001509606,,,ENGLISH 2 BLOCK,,0015096,,scheduled,1206,024901001,024901-3,,,06
001509615,,,ENGLISH 2 BLOCK,,0015096,,scheduled,2201,024901001,024901-3,,,05
001509702,,,ALGEBRA 1 BLOCK,,0015097,,scheduled,1211,024901001,024901-3,,,02
001509706,,,ALGEBRA 1 BLOCK,,0015097,,scheduled,1242,024901001,024901-3,,,06
001510101,,,ENG 1,,0015101,,scheduled,1208,024901001,024901-3,,,01
001510103,,,ENG 1,,0015101,,scheduled,1208,024901001,024901-3,,,03
001510105,,,ENG 1,,0015101,,scheduled,1208,024901001,024901-3,,,05
001510201,,,ENG 2,,0015102,,scheduled,1207,024901001,024901-3,,,01
001510203,,,ENG 2,,0015102,,scheduled,1207,024901001,024901-3,,,03
001510205,,,ENG 2,,0015102,,scheduled,1207,024901001,024901-3,,,05
001510301,,,ENG 3,,0015103,,scheduled,1206,024901001,024901-3,,,01
001510302,,,ENG 3,,0015103,,scheduled,1206,024901001,024901-3,,,02
001510303,,,ENG 3,,0015103,,scheduled,1207,024901001,024901-3,,,03
001510304,,,ENG 3,,0015103,,scheduled,1206,024901001,024901-3,,,04
001510308,,,ENG 3,,0015103,,scheduled,1207,024901001,024901-3,,,08
001510314,,,ENG 3,,0015103,,scheduled,1207,024901001,024901-3,,,04
001510318,,,ENG 3,,0015103,,scheduled,1206,024901001,024901-3,,,08
001510403,,,ENG 4,,0015104,,scheduled,1206,024901001,024901-3,,,03
001510405,,,ENG 4,,0015104,,scheduled,1206,024901001,024901-3,,,05
001510406,,,ENG 4,,0015104,,scheduled,1206,024901001,024901-3,,,06
001510502,,,COMM APPL,,0015105,,scheduled,,024901001,024901-1,,,02
001510503,,,COMM APPL,,0015105,,scheduled,1212,024901001,024901-1,,,03
001510506,,,COMM APPL,,0015105,,scheduled,1212,024901001,024901-1,,,06
001510507,,,COMM APPL,,0015105,,homeroom,1212,024901001,024901-1,,,07
001510513,,,COMM APPL,,0015105,,homeroom,1212,024901001,024901-2,,,03
001510516,,,COMM APPL,,0015105,,scheduled,1212,024901001,024901-2,,,06
001510517,,,COMM APPL,,0015105,,scheduled,1212,024901001,024901-2,,,07
001510708,,,READING 2,,0015107,,scheduled,1208,024901001,024901-3,,,08
001510908,,,READING 4,,0015109,,scheduled,1208,024901001,024901-3,,,08
001511007,,,ENG-DSY,,0015110,,scheduled,1228,024901001,024901-3,,,07
001511108,,,ENG 1 HONORS,,0015111,,scheduled,1208,024901001,024901-3,,,08
001511203,,,ENG 2 HONORS,,0015112,,scheduled,1208,024901001,024901-3,,,03
001511606,,,FORENSIC SCIENC,,0015116,,homeroom,1242,024901001,024901-3,,,06
001511607,,,FORENSIC SCIENC,,0015116,,homeroom,1242,024901001,024901-3,,,07
001511708,,,COMM TECHNOLGY,,0015117,,scheduled,1206,024901001,024901-3,,,08
001511807,,,PROJ BASE RESRC,,0015118,,scheduled,2201,024901001,024901-3,,,07
001511903,,,ENGLISH2 HON1.0,,0015119,,scheduled,2201,024901001,024901-2,,,03
001512101,,,ENGLISH 1302,,0015121,,scheduled,LIBR,024901001,024901-1,,,01
001512102,,,ENGLISH 1302,,0015121,,homeroom,12:4,024901001,024901-1,,,02
001512103,,,ENGLISH 1302,,0015121,,scheduled,LIBR,024901001,024901-1,,,03
001512104,,,ENGLISH 1302,,0015121,,scheduled,LIBR,024901001,024901-1,,,04
001512105,,,ENGLISH 1302,,0015121,,scheduled,LIBR,024901001,024901-1,,,05
001512106,,,ENGLISH 1302,,0015121,,homeroom,LIBR,024901001,024901-1,,,06
001512107,,,ENGLISH 1302,,0015121,,scheduled,LIBR,024901001,024901-1,,,07
001512108,,,ENGLISH 1302,,0015121,,scheduled,LIBR,024901001,024901-1,,,08
001512111,,,ENGLISH 1302,,0015121,,scheduled,LIBR,024901001,024901-2,,,01
001512112,,,ENGLISH 1302,,0015121,,scheduled,LIBR,024901001,024901-2,,,02
001512113,,,ENGLISH 1302,,0015121,,scheduled,LIBR,024901001,024901-2,,,03
001512114,,,ENGLISH 1302,,0015121,,scheduled,LIBR,024901001,024901-2,,,04
001512115,,,ENGLISH 1302,,0015121,,scheduled,LIBR,024901001,024901-2,,,05
001512116,,,ENGLISH 1302,,0015121,,scheduled,LIBR,024901001,024901-2,,,06
001512117,,,ENGLISH 1302,,0015121,,scheduled,LIBR,024901001,024901-2,,,07
001512118,,,ENGLISH 1302,,0015121,,scheduled,LIBR,024901001,024901-2,,,08
001512401,,,ENGLISH 2322,,0015124,,scheduled,2216,024901001,024901-1,,,01
001512402,,,ENGLISH 2322,,0015124,,scheduled,2216,024901001,024901-1,,,02
001512403,,,ENGLISH 2322,,0015124,,scheduled,2216,024901001,024901-1,,,03
001512404,,,ENGLISH 2322,,0015124,,scheduled,,024901001,024901-1,,,04
001512405,,,ENGLISH 2322,,0015124,,scheduled,2216,024901001,024901-1,,,05
001512406,,,ENGLISH 2322,,0015124,,scheduled,2216,024901001,024901-1,,,06
001512407,,,ENGLISH 2322,,0015124,,scheduled,2216,024901001,024901-1,,,07
001512408,,,ENGLISH 2322,,0015124,,scheduled,2216,024901001,024901-1,,,08
001512603,,,PROFCOMM1311,,0015126,,scheduled,PHS,024901001,024901-1,,,03
001512608,,,PROFCOMM1311,,0015126,,scheduled,,024901001,024901-1,,,08
001512707,,,PROFCOMM1315,,0015127,,scheduled,2216,024901001,024901-2,,,07
001512901,,,ENGLISH 1301,,0015129,,scheduled,LIBR,024901001,024901-1,,,01
001512902,,,ENGLISH 1301,,0015129,,scheduled,LIBR,024901001,024901-1,,,02
001512903,,,ENGLISH 1301,,0015129,,scheduled,LIBR,024901001,024901-1,,,03
001512904,,,ENGLISH 1301,,0015129,,scheduled,LIBR,024901001,024901-1,,,04
001512905,,,ENGLISH 1301,,0015129,,scheduled,LIBR,024901001,024901-1,,,05
001512906,,,ENGLISH 1301,,0015129,,scheduled,LIBR,024901001,024901-1,,,06
001512907,,,ENGLISH 1301,,0015129,,homeroom,LIBR,024901001,024901-1,,,07
001512908,,,ENGLISH 1301,,0015129,,scheduled,LIBR,024901001,024901-1,,,08
001512911,,,ENGLISH 1301,,0015129,,scheduled,LIBR,024901001,024901-2,,,01
001512912,,,ENGLISH 1301,,0015129,,scheduled,LIBR,024901001,024901-2,,,02
001512913,,,ENGLISH 1301,,0015129,,scheduled,LIBR,024901001,024901-2,,,03
001512914,,,ENGLISH 1301,,0015129,,scheduled,LIBR,024901001,024901-2,,,04
001512915,,,ENGLISH 1301,,0015129,,scheduled,LIBR,024901001,024901-2,,,05
001512916,,,ENGLISH 1301,,0015129,,scheduled,LIBR,024901001,024901-2,,,06
001512917,,,ENGLISH 1301,,0015129,,scheduled,LIBR,024901001,024901-2,,,07
001512918,,,ENGLISH 1301,,0015129,,scheduled,LIBR,024901001,024901-2,,,08
001513101,,,SPANISH I,,0015131,,homeroom,1211,024901001,024901-3,,,01
001513103,,,SPANISH I,,0015131,,scheduled,1211,024901001,024901-3,,,03
001513104,,,SPANISH I,,0015131,,homeroom,1211,024901001,024901-3,,,04
001513105,,,SPANISH I,,0015131,,homeroom,1211,024901001,024901-3,,,05
001513201,,,Spanish II,,0015132,,scheduled,1212,024901001,024901-3,,,01
001513202,,,Spanish II,,0015132,,homeroom,1212,024901001,024901-3,,,02
001513204,,,Spanish II,,0015132,,scheduled,1212,024901001,024901-3,,,04
001513208,,,Spanish II,,0015132,,homeroom,1212,024901001,024901-3,,,08
001513301,,,SPANISH III,,0015133,,scheduled,1212,024901001,024901-3,,,01
001513302,,,SPANISH III,,0015133,,scheduled,1212,024901001,024901-3,,,02
001513308,,,SPANISH III,,0015133,,scheduled,2575,024901001,024901-3,,,08
001513501,,,MUSI 1306,,0015135,,scheduled,LIBR,024901001,024901-1,,,01
001513502,,,MUSI 1306,,0015135,,scheduled,LIBR,024901001,024901-1,,,02
001513503,,,MUSI 1306,,0015135,,scheduled,LIBR,024901001,024901-2,,,03
001513504,,,MUSI 1306,,0015135,,scheduled,LIBR,024901001,024901-1,,,04
001513505,,,MUSI 1306,,0015135,,scheduled,LIBR,024901001,024901-1,,,05
001513506,,,MUSI 1306,,0015135,,scheduled,LIBR,024901001,024901-1,,,06
001513507,,,MUSI 1306,,0015135,,scheduled,LIBR,024901001,024901-1,,,07
001513508,,,MUSI 1306,,0015135,,scheduled,LIBR,024901001,024901-1,,,08
001513513,,,MUSI 1306,,0015135,,homeroom,,024901001,024901-1,,,03
001513601,,,GEOL 1305,,0015136,,scheduled,LIBR,024901001,024901-1,,,01
001513602,,,GEOL 1305,,0015136,,homeroom,LIBR,024901001,024901-1,,,02
001513603,,,GEOL 1305,,0015136,,homeroom,LIBR,024901001,024901-1,,,03
001513604,,,GEOL 1305,,0015136,,scheduled,LIBR,024901001,024901-1,,,04
001513605,,,GEOL 1305,,0015136,,scheduled,LIBR,024901001,024901-1,,,05
001513606,,,GEOL 1305,,0015136,,scheduled,LIBR,024901001,024901-1,,,06
001513607,,,GEOL 1305,,0015136,,scheduled,LIBR,024901001,024901-1,,,07
001513608,,,GEOL 1305,,0015136,,scheduled,LIBR,024901001,024901-1,,,08
001513702,,,WLDG 1323,,0015137,,scheduled,AG,024901001,024901-2,,,02
001513703,,,WLDG 1323,,0015137,,scheduled,AG,024901001,024901-1,,,03
001513704,,,WLDG 1323,,0015137,,scheduled,AG,024901001,024901-2,,,04
001513807,,,COMG 1391,,0015138,,scheduled,AG,024901001,024901-2,,,07
001513907,,,TECM 1301,,0015139,,scheduled,AG,024901001,024901-2,,,07
001514005,,,WLDG 2453,,0015140,,homeroom,AG,024901001,024901-2,,,05
001514101,,,BIOL 1322,,0015141,,scheduled,LIBR,024901001,024901-1,,,01
001514102,,,BIOL 1322,,0015141,,homeroom,LIBR,024901001,024901-1,,,02
001514103,,,BIOL 1322,,0015141,,scheduled,LIBR,024901001,024901-1,,,03
001514104,,,BIOL 1322,,0015141,,scheduled,LIBR,024901001,024901-1,,,04
001514105,,,BIOL 1322,,0015141,,scheduled,LIBR,024901001,024901-1,,,05
001514106,,,BIOL 1322,,0015141,,scheduled,LIBR,024901001,024901-1,,,06
001514107,,,BIOL 1322,,0015141,,homeroom,LIBR,024901001,024901-1,,,07
001514108,,,BIOL 1322,,0015141,,scheduled,LIBR,024901001,024901-1,,,08
001514111,,,BIOL 1322,,0015141,,scheduled,LIBR,024901001,024901-2,,,01
001514112,,,BIOL 1322,,0015141,,scheduled,2216,024901001,024901-2,,,02
001514113,,,BIOL 1322,,0015141,,scheduled,LIBR,024901001,024901-2,,,03
001514114,,,BIOL 1322,,0015141,,scheduled,LIBR,024901001,024901-2,,,04
001514115,,,BIOL 1322,,0015141,,scheduled,LIBR,024901001,024901-2,,,05
001514116,,,BIOL 1322,,0015141,,scheduled,LIBR,024901001,024901-2,,,06
001514117,,,BIOL 1322,,0015141,,scheduled,LIBR,024901001,024901-2,,,07
001514118,,,BIOL 1322,,0015141,,scheduled,LIBR,024901001,024901-2,,,08
001520001,,,GEOG 1303,,0015200,,scheduled,,024901001,024901-1,,,01
001520002,,,GEOG 1303,,0015200,,scheduled,2216,024901001,024901-2,,,02
001520003,,,GEOG 1303,,0015200,,scheduled,2216,024901001,024901-2,,,03
001520004,,,GEOG 1303,,0015200,,scheduled,2216,024901001,024901-2,,,04
001520005,,,GEOG 1303,,0015200,,scheduled,2216,024901001,024901-2,,,05
001520006,,,GEOG 1303,,0015200,,scheduled,2216,024901001,024901-2,,,06
001520007,,,GEOG 1303,,0015200,,scheduled,2216,024901001,024901-2,,,07
001520008,,,GEOG 1303,,0015200,,scheduled,2216,024901001,024901-2,,,08
001520101,,,ALG 1,,0015201,,scheduled,2203,024901001,024901-3,,,01
001520103,,,ALG 1,,0015201,,homeroom,2206,024901001,024901-3,,,03
001520105,,,ALG 1,,0015201,,scheduled,2206,024901001,024901-3,,,05
001520107,,,ALG 1,,0015201,,homeroom,2206,024901001,024901-3,,,07
001520205,,,GEOMETRY,,0015202,,scheduled,2201,024901001,024901-3,,,05
001520206,,,GEOMETRY,,0015202,,scheduled,2204,024901001,024901-3,,,04
001520207,,,GEOMETRY,,0015202,,homeroom,2204,024901001,024901-3,,,07
001520208,,,GEOMETRY,,0015202,,homeroom,2204,024901001,024901-3,,,08
001520503,,,ALG 2,,0015205,,scheduled,2204,024901001,024901-3,,,03
001520504,,,ALG 2,,0015205,,homeroom,2204,024901001,024901-3,,,06
001520505,,,ALG 2,,0015205,,scheduled,2204,024901001,024901-3,,,05
001520508,,,ALG 2,,0015205,,scheduled,2204,024901001,024901-3,,,08
001520513,,,ALG 2,,0015205,,scheduled,2203,024901001,024901-3,,,03
001521101,,,ALG 1 HONORS,,0015211,,scheduled,2206,024901001,024901-3,,,01
001521206,,,GEOM HONORS,,0015212,,homeroom,2201,024901001,024901-3,,,06
001521301,,,ALG 2 HONORS,,0015213,,scheduled,2204,024901001,024901-3,,,01
001521501,,,MATH1314,,0015215,,scheduled,LIBR,024901001,024901-1,,,01
001521502,,,MATH1314,,0015215,,scheduled,LIBR,024901001,024901-1,,,02
001521503,,,MATH1314,,0015215,,homeroom,LIBR,024901001,024901-1,,,03
001521504,,,MATH1314,,0015215,,scheduled,LIBR,024901001,024901-1,,,04
001521505,,,MATH1314,,0015215,,scheduled,LIBR,024901001,024901-1,,,05
001521506,,,MATH1314,,0015215,,homeroom,LIBR,024901001,024901-1,,,06
001521507,,,MATH1314,,0015215,,homeroom,LIBR,024901001,024901-1,,,07
001521508,,,MATH1314,,0015215,,scheduled,LIBR,024901001,024901-1,,,08
001521511,,,MATH1314,,0015215,,scheduled,LIBR,024901001,024901-2,,,01
001521512,,,MATH1314,,0015215,,scheduled,LIBR,024901001,024901-2,,,02
001521513,,,MATH1314,,0015215,,scheduled,LIBR,024901001,024901-2,,,03
001521514,,,MATH1314,,0015215,,scheduled,LIBR,024901001,024901-2,,,04
001521515,,,MATH1314,,0015215,,scheduled,LIBR,024901001,024901-2,,,05
001521516,,,MATH1314,,0015215,,scheduled,LIBR,024901001,024901-2,,,06
001521517,,,MATH1314,,0015215,,scheduled,LIBR,024901001,024901-2,,,07
001521518,,,MATH1314,,0015215,,scheduled,LIBR,024901001,024901-2,,,08
001521608,,,COLLEGE TRG1316,,0015216,,scheduled,2216,024901001,024901-2,,,08
001530103,,,BIOLOGY 1,,0015301,,scheduled,1246,024901001,024901-3,,,03
001530106,,,BIOLOGY 1,,0015301,,scheduled,1246,024901001,024901-3,,,06
001530108,,,BIOLOGY 1,,0015301,,scheduled,1244,024901001,024901-3,,,05
001530118,,,BIOLOGY 1,,0015301,,scheduled,1246,024901001,024901-3,,,08
001530301,,,CHEMISTRY,,0015303,,scheduled,1244,024901001,024901-3,,,01
001530302,,,CHEMISTRY,,0015303,,scheduled,1244,024901001,024901-3,,,02
001530303,,,CHEMISTRY,,0015303,,scheduled,1244,024901001,024901-3,,,03
001530305,,,CHEMISTRY,,0015303,,scheduled,1244,024901001,024901-3,,,08
001530307,,,CHEMISTRY,,0015303,,homeroom,1244,024901001,024901-3,,,07
001530401,,,PHYSICS,,0015304,,scheduled,1246,024901001,024901-3,,,01
001530402,,,PHYSICS,,0015304,,scheduled,1246,024901001,024901-3,,,02
001530405,,,PHYSICS,,0015304,,scheduled,1246,024901001,024901-3,,,05
001530501,,,Anatomy & Physi,,0015305,,homeroom,1242,024901001,024901-3,,,01
001530507,,,Anatomy & Physi,,0015305,,scheduled,1242,024901001,024901-3,,,07
001530508,,,Anatomy & Physi,,0015305,,homeroom,1242,024901001,024901-3,,,08
001530608,,,EARTH SPACE SCI,,0015306,,scheduled,,024901001,024901-3,,,08
001530702,,,ENVR SYSTEMS,,0015307,,homeroom,1242,024901001,024901-3,,,02
001530703,,,ENVR SYSTEMS,,0015307,,homeroom,1242,024901001,024901-3,,,03
001530705,,,ENVR SYSTEMS,,0015307,,homeroom,1242,024901001,024901-3,,,05
001531107,,,BIO 1 HONORS,,0015311,,homeroom,1246,024901001,024901-3,,,07
001531206,,,CHEM HONORS,,0015312,,scheduled,1244,024901001,024901-3,,,06
001531502,,,BIOL 1306 LEC,,0015315,,scheduled,,024901001,024901-1,,,02
001531604,,,BIOLOGY1106,,0015316,,scheduled,,024901001,024901-1,,,04
001531614,,,BIOLOGY1106,,0015316,,scheduled,,024901001,024901-2,,,04
001531701,,,BIOLOGY 1308,,0015317,,scheduled,2216,024901001,024901-1,,,01
001531702,,,BIOLOGY 1308,,0015317,,scheduled,2216,024901001,024901-1,,,02
001531703,,,BIOLOGY 1308,,0015317,,scheduled,2216,024901001,024901-1,,,03
001531704,,,BIOLOGY 1308,,0015317,,scheduled,2216,024901001,024901-1,,,04
001531705,,,BIOLOGY 1308,,0015317,,scheduled,2216,024901001,024901-1,,,05
001531706,,,BIOLOGY 1308,,0015317,,scheduled,2216,024901001,024901-1,,,06
001531707,,,BIOLOGY 1308,,0015317,,scheduled,2216,024901001,024901-1,,,07
001531708,,,BIOLOGY 1308,,0015317,,scheduled,2216,024901001,024901-1,,,08
001531905,,,BIOL 1306 REC,,0015319,,scheduled,,024901001,024901-1,,,05
001531915,,,BIOL 1306 REC,,0015319,,scheduled,,024901001,024901-1,,,05
001532703,,,HVAC HART 1401,,0015327,,scheduled,AG,024901001,024901-1,,,03
001532805,,,HVAC 2,,0015328,,scheduled,AG,024901001,024901-1,,,05
001532901,,,PHIL 2306,,0015329,,scheduled,,024901001,024901-2,,,01
001532902,,,PHIL 2306,,0015329,,scheduled,2216,024901001,024901-2,,,02
001532903,,,PHIL 2306,,0015329,,scheduled,2216,024901001,024901-2,,,03
001532904,,,PHIL 2306,,0015329,,scheduled,2216,024901001,024901-2,,,04
001532905,,,PHIL 2306,,0015329,,scheduled,2216,024901001,024901-2,,,05
001532906,,,PHIL 2306,,0015329,,scheduled,2216,024901001,024901-2,,,06
001532907,,,PHIL 2306,,0015329,,scheduled,2216,024901001,024901-2,,,07
001532908,,,PHIL 2306,,0015329,,scheduled,2216,024901001,024901-2,,,08
001539901,,,PSYC 2314,,0015399,,scheduled,2216,024901001,024901-1,,,01
001539902,,,PSYC 2314,,0015399,,scheduled,2216,024901001,024901-1,,,02
001539903,,,PSYC 2314,,0015399,,scheduled,2216,024901001,024901-1,,,03
001539904,,,PSYC 2314,,0015399,,scheduled,2216,024901001,024901-1,,,04
001539905,,,PSYC 2314,,0015399,,scheduled,2216,024901001,024901-1,,,05
001539906,,,PSYC 2314,,0015399,,scheduled,2216,024901001,024901-1,,,06
001539907,,,PSYC 2314,,0015399,,scheduled,2216,024901001,024901-1,,,07
001539908,,,PSYC 2314,,0015399,,scheduled,2216,024901001,024901-1,,,08
001540001,,,ECONOMIC 2301,,0015400,,scheduled,LIBR,024901001,024901-1,,,01
001540002,,,ECONOMIC 2301,,0015400,,scheduled,LIBR,024901001,024901-1,,,02
001540003,,,ECONOMIC 2301,,0015400,,scheduled,LIBR,024901001,024901-1,,,03
001540004,,,ECONOMIC 2301,,0015400,,homeroom,LIBR,024901001,024901-1,,,04
001540005,,,ECONOMIC 2301,,0015400,,scheduled,LIBR,024901001,024901-1,,,05
001540006,,,ECONOMIC 2301,,0015400,,scheduled,LIBR,024901001,024901-1,,,06
001540007,,,ECONOMIC 2301,,0015400,,homeroom,LIBR,024901001,024901-1,,,07
001540008,,,ECONOMIC 2301,,0015400,,scheduled,LIBR,024901001,024901-1,,,08
001540101,,,WLD GEOGRAPHY,,0015401,,scheduled,2217,024901001,024901-3,,,01
001540102,,,WLD GEOGRAPHY,,0015401,,scheduled,2217,024901001,024901-3,,,02
001540103,,,WLD GEOGRAPHY,,0015401,,scheduled,2217,024901001,024901-3,,,03
001540106,,,WLD GEOGRAPHY,,0015401,,scheduled,2217,024901001,024901-3,,,06
001540107,,,WLD GEOGRAPHY,,0015401,,homeroom,2217,024901001,024901-3,,,07
001540202,,,US HISTORY,,0015402,,scheduled,2223,024901001,024901-3,,,02
001540203,,,US HISTORY,,0015402,,homeroom,2223,024901001,024901-3,,,03
001540204,,,US HISTORY,,0015402,,homeroom,2217,024901001,024901-3,,,04
001540206,,,US HISTORY,,0015402,,scheduled,2223,024901001,024901-3,,,06
001540207,,,US HISTORY,,0015402,,homeroom,2223,024901001,024901-3,,,07
001540208,,,US HISTORY,,0015402,,scheduled,,024901001,024901-3,,,08
001540301,,,WLD HISTORY,,0015403,,scheduled,2223,024901001,024901-3,,,01
001540303,,,WLD HISTORY,,0015403,,scheduled,2220,024901001,024901-3,,,03
001540304,,,WLD HISTORY,,0015403,,scheduled,2220,024901001,024901-3,,,04
001540305,,,WLD HISTORY,,0015403,,scheduled,2220,024901001,024901-3,,,05
001540401,,,GOVERNMENT,,0015404,,scheduled,2220,024901001,024901-1,,,01
001540402,,,GOVERNMENT,,0015404,,scheduled,2220,024901001,024901-1,,,02
001540406,,,GOVERNMENT,,0015404,,scheduled,2220,024901001,024901-1,,,06
001540407,,,GOVERNMENT,,0015404,,homeroom,2220,024901001,024901-1,,,07
001540501,,,ECONOMICS,,0015405,,homeroom,2220,024901001,024901-2,,,01
001540502,,,ECONOMICS,,0015405,,homeroom,2220,024901001,024901-2,,,02
001540506,,,ECONOMICS,,0015405,,scheduled,2220,024901001,024901-2,,,06
001540507,,,ECONOMICS,,0015405,,homeroom,2220,024901001,024901-2,,,07
001541105,,,WLD GEO HONORS,,0015411,,scheduled,2217,024901001,024901-3,,,05
001541305,,,WLD HIST HONORS,,0015413,,scheduled,2223,024901001,024901-3,,,05
001542201,,,US HIST 1301,,0015422,,scheduled,LIBR,024901001,024901-1,,,01
001542202,,,US HIST 1301,,0015422,,scheduled,LIBR,024901001,024901-1,,,02
001542203,,,US HIST 1301,,0015422,,scheduled,LIBR,024901001,024901-1,,,03
001542204,,,US HIST 1301,,0015422,,homeroom,LIBR,024901001,024901-1,,,04
001542205,,,US HIST 1301,,0015422,,scheduled,LIBR,024901001,024901-1,,,05
001542206,,,US HIST 1301,,0015422,,scheduled,LIBR,024901001,024901-1,,,06
001542207,,,US HIST 1301,,0015422,,scheduled,LIBR,024901001,024901-1,,,07
001542208,,,US HIST 1301,,0015422,,homeroom,LIBR,024901001,024901-1,,,08
001542301,,,US HIST 1302,,0015423,,scheduled,LIBR,024901001,024901-1,,,01
001542302,,,US HIST 1302,,0015423,,scheduled,LIBR,024901001,024901-1,,,02
001542303,,,US HIST 1302,,0015423,,scheduled,LIBR,024901001,024901-1,,,03
001542304,,,US HIST 1302,,0015423,,scheduled,LIBR,024901001,024901-1,,,04
001542305,,,US HIST 1302,,0015423,,scheduled,LIBR,024901001,024901-1,,,05
001542306,,,US HIST 1302,,0015423,,scheduled,LIBR,024901001,024901-1,,,06
001542307,,,US HIST 1302,,0015423,,scheduled,LIBR,024901001,024901-1,,,07
001542308,,,US HIST 1302,,0015423,,scheduled,LIBR,024901001,024901-1,,,08
001542601,,,US GOVT 2305,,0015426,,scheduled,LIBR,024901001,024901-1,,,01
001542602,,,US GOVT 2305,,0015426,,scheduled,LIBR,024901001,024901-1,,,02
001542603,,,US GOVT 2305,,0015426,,homeroom,LIBR,024901001,024901-1,,,03
001542604,,,US GOVT 2305,,0015426,,homeroom,LIBR,024901001,024901-1,,,04
001542605,,,US GOVT 2305,,0015426,,homeroom,LIBR,024901001,024901-1,,,05
001542606,,,US GOVT 2305,,0015426,,scheduled,LIBR,024901001,024901-1,,,06
001542607,,,US GOVT 2305,,0015426,,scheduled,LIBR,024901001,024901-1,,,07
001542608,,,US GOVT 2305,,0015426,,scheduled,LIBR,024901001,024901-1,,,08
001542701,,,TX GOVT 2306,,0015427,,scheduled,LIBR,024901001,024901-1,,,01
001542702,,,TX GOVT 2306,,0015427,,scheduled,LIBR,024901001,024901-1,,,02
001542703,,,TX GOVT 2306,,0015427,,scheduled,LIBR,024901001,024901-1,,,03
001542704,,,TX GOVT 2306,,0015427,,scheduled,LIBR,024901001,024901-1,,,04
001542705,,,TX GOVT 2306,,0015427,,scheduled,LIBR,024901001,024901-1,,,05
001542706,,,TX GOVT 2306,,0015427,,homeroom,LIBR,024901001,024901-1,,,06
001542707,,,TX GOVT 2306,,0015427,,scheduled,LIBR,024901001,024901-1,,,07
001542708,,,TX GOVT 2306,,0015427,,homeroom,LIBR,024901001,024901-1,,,08
001543001,,,PHIL 1301,,0015430,,scheduled,LIBR,024901001,024901-1,,,01
001543002,,,PHIL 1301,,0015430,,scheduled,LIBR,024901001,024901-1,,,02
001543003,,,PHIL 1301,,0015430,,scheduled,LIBR,024901001,024901-1,,,03
001543004,,,PHIL 1301,,0015430,,scheduled,LIBR,024901001,024901-1,,,04
001543005,,,PHIL 1301,,0015430,,scheduled,LIBR,024901001,024901-1,,,05
